AirToxicsCancerRiskNATACancerRisk,AirToxicsCancerRiskNationalAverage,AirToxicsCancerRiskPercentile,AirToxicsCancerRiskPercentile_OLD,CancerPrevalence,CancerPrevalenceNationalAverage,CancerPrevalencePercentile,City,CountyFIPSCode,CountyFIPSCode_text,CountyorParish,ECHOLink1,EPAFRSID1,EstimatedPopulationwithin3miles,FacilityDescription,GHGRPID1,GHGRPLink,Latitude,LinktoEJSCREENReport,Location,Longitude,PercentLow-IncomeNationalAverage,PercentLow-IncomePercentile,PercentLow-Incomewithin3miles,PercentPeopleofColorNationalAverage,PercentPeopleofColorPercentile,PercentPeopleofColorwithin3miles,PercentPeopleover64YearsOldwithin3miles,Percentover64YearsOldNationalAverage,Percentover64YearsOldPercentile,Percentunder5YearsOldNationalAverage,Percentunder5YearsOldPercentile,Percentunder5YearsOldwithin3miles,PlasticsInventory,PrimaryNAICSCode,Published,ResearchNotes,State,StateFacilityIDNumbers,StreetAddress,ZIPCode,created_by,facility_name,id,id_qaqc,modified_by,xata,PrimarySICCode,ECHOLink2,EPAFRSID2,FacilityFootprint,EPAFRSID3,GHGRPID2,PlasticsInventory_ToAdd
,,,,,,,,,,,,,,"Hanwha Corporation and INEOS Nitriles are exploring building a million metric ton per year ammonia production plant in the US. The ammonia from the plant would be made from natural gas with carbon sequestration. According to the <a href=""https://www.ineos.com/news/shared-news/hanwha-and-ineos-agree-heads-of-terms-to-study-a-low-carbon-ammonia-facility-in-the-usa/"">press release</a> INEOS issued in May 2024, the two companies plan to make a final investment decision in 2026 and bring the plant online by 2030. The ammonia would be used to reduce the carbon footprint of INEOS's acrylonitrile products. INEOS has two acrylonitrile plants in the US, one in Green Lake, Texas and the other in Lima, Ohio.",,,,,,,,,,,,,,,,,,,,,True,https://www.ineos.com/news/shared-news/hanwha-and-ineos-agree-heads-of-terms-to-study-a-low-carbon-ammonia-facility-in-the-usa/,TBD,,,,CB,Hanwha/Ineos Low Carbon Ammonia Facility,rec_cpl0mn9kj9ii1e08o990,14049,CB,"{'createdAt': '2024-06-12T20:55:57.484721Z', 'updatedAt': '2024-08-29T19:38:15.36715Z', 'version': 3}",,,,,,,
,,,,,,,Shreveport,,22017,Caddo Parish,,,,"Heirloom has announced plans to construct two direct air capture facilities at the Port of Caddo-Bossier in Shreveport, Louisiana. The larger facility, which will be capable of removing 300,000 tons of CO2 per year from the atmosphere, is part of Project Cypress, which receives funding from the Department of Energy's Regional DAC Hubs program. Heirloom has also proposed a second DAC facility near the Project Cypress facility, which is expected to remove an additional 17,000 tons of CO2 annually once operational in 2026. The company is partnering with CapturePoint for long-term underground carbon storage.",,,,,,,,,,,,,,,,,,,,,True,,LA,,,,PB,Heirloom Project Cypress DAC Facility,rec_cptg494bb3esn1a5i4c0,14092,PB,"{'createdAt': '2024-06-25T17:45:08.971356Z', 'updatedAt': '2024-08-30T03:00:18.92665Z', 'version': 11}",,,,,,,
20.0,25.0,5.0,,4.9,6.4,19.0,Tracy,,06077,San Joaquin County,,,49853.0,"The Heirloom Tracy Facility is a direct air capture facility located in Tracy, California, east of San Francisco. The facility uses limestone to absorb carbon dioxide from the atmosphere, and captures the CO2 by heating the limestone in a kiln powered by renewable energy. ",,,37.770068,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-121.425449,%22y%22:37.770068,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-121.425449,30.0,53.0,28.0,40.0,79.0,72.0,10.0,18.0,24.0,5.0,78.0,8.0,,,True,,CA,,4750 South Holly Drive,95304,PB,Heirloom Tracy DAC Facility,rec_cptimtsbb3esn1a5i4hg,14093,PB,"{'createdAt': '2024-06-25T20:41:27.964856Z', 'updatedAt': '2024-12-04T17:48:50.259658Z', 'version': 77}",,,,,,,
26.0,25.0,5.0,,7.1,6.4,62.0,Ponca City,,40071,Kay County,https://echo.epa.gov/detailed-facility-report?fid=110000455757,110000455757.0,14152.0,"The Jupiter Sulphur Ponca City Fertilizer Plant is located in Kay County, about 85 miles north of Oklahoma City. The plant receives acid gases, primarily hydrogen sulfide, from the co-located Phillips 66 Ponca City Refinery and produces elemental sulfur and several ammonium compounds commonly used in fertilizer, including ammonium thiosulfate and ammonium bisulfite.",,,36.67715,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-97.07832,%22y%22:36.67715,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-97.07832,30.0,81.0,50.0,40.0,52.0,33.0,16.0,18.0,51.0,5.0,65.0,6.0,,325311,True,,OK,845,200 Jupiter Way,74601,GB,Jupiter Sulphur Ponca City Fertilizer Plant,rec_cq1babafkqer8hi8v8bg,14116,GB,"{'createdAt': '2024-07-01T13:54:53.505337Z', 'updatedAt': '2024-12-04T17:48:50.533595Z', 'version': 81}",2873,,,,,,
,25.0,,,,6.4,,,,"56023, 56037, 56041","Lincoln County, Sweetwater County, Uinta County",,,0.0,"This proposed carbon sequestration hub is located in southwestern Wyoming, in Lincoln, Sweetwater, and Uinta counties. Moxa Carbon has applied for the subsurface right-of-way to store carbon in more than 600,000 acres of public lands. The injection wells would be located on non-federal land, but the carbon would be injected into federal pore space.",,,41.581147,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-110.080655,%22y%22:41.581147,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-110.080655,30.0,,,40.0,,,,18.0,,5.0,,,,,True,coordinates approximated from map: https://eplanning.blm.gov/eplanning-ui/project/2023000/510,WY,,,83101,PB,Southwestern Wyoming CO2 Sequestration Project,rec_cq2nbe97r2ab652bjdeg,14133,PB,"{'createdAt': '2024-07-03T16:00:57.465021Z', 'updatedAt': '2024-12-04T17:48:50.695945Z', 'version': 47}",,,,,,,
33.0,25.0,52.0,,5.4,6.4,29.0,Baytown,,48071,Chambers County,,,20983.0,"The Baytown Energy Center is a natural gas combined-cycle power plant located in Baytown, Texas. The 896-MW plant provides power and steam to the nearby Covestro manufacturing facility and also supplies power to the Texas electrical grid. Calpine is planning to retrofit the plant to capture 2 million metric tons of CO2 per year for storage in underground saline  sites on the Gulf Coast. The Department of Energy has <a href=""https://www.energy.gov/sites/default/files/2024-07/Baytown_CCS_Factsheet_0.pdf"">awarded</a> the project up to $270 million in funding.",,,29.773056,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-94.901944,%22y%22:29.773056,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-94.901944,30.0,43.0,23.0,40.0,67.0,52.0,14.0,18.0,40.0,5.0,65.0,6.0,,,True,,TX,100226067,8605 Hwy 1405 at Hwy 565,77522,PB,Baytown Energy Center,rec_cq2q56bk5urr11cn8c00,14138,PB,"{'createdAt': '2024-07-03T19:12:25.048574Z', 'updatedAt': '2024-12-04T17:48:50.832646Z', 'version': 101}",,,,,,,
,,,,5.9,6.4,38.0,St. James,22093.0,22093,St. James Parish,https://echo.epa.gov/detailed-facility-report?fid=110056954602,,2294.0,"The AmSty St. James Facility is a styrene production plant located about 30 miles southeast of Baton Rouge, Louisiana. The facility began operating in 1971 and has two styrene production lines, the plant produces styrene monomer and polystyrene plastics.",,,30.078611,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-90.913611,%22y%22:30.078611,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-90.913611,30.0,71.0,41.0,40.0,81.0,76.0,18.0,18.0,58.0,5.0,35.0,3.0,,325110,True,,LA,2384,9901 Highway 18,70086,GB,AmSty St. James Facility,rec_cqfg9tnh9ls2lrih1n90,14187,GB,"{'createdAt': '2024-07-23T01:18:46.159965Z', 'updatedAt': '2024-12-04T17:48:50.988906Z', 'version': 71}",2865,,,,,,
,,,,,6.4,,Fort Stockton,,48371,Pecos County,,,0.0,"The MMEX Green Ammonia Project is a proposed green hydrogen and ammonia production facility that would be located in Pecos County, Texas. The facility would produce up to 55 tons of hydrogen per day using solar power. This hydrogen would be used to produce ammonia, up to 209,300 tons per year initially with plans to eventually double production capacity. This facility would be part of the proposed Trans Permian H2 Hub.",,,30.98502154922494,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-102.722618273685,%22y%22:30.9850215492249,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-102.72261827368538,30.0,,,40.0,,,,18.0,,5.0,,,,,True,"AS 11/7/24 - updated ammonia capacity to 209,300 based on SEC filing and most recent investor presentation
https://mmexresources.com/sec-filing/current-report-on-form-8-k-feb-05-2024/
statement about doubling capacity comes from homepage (see below)
---
Description and facility information come from MMEX website https://mmexresources.com/project/pecos-county-green-hydrogen/

Details about the ammonia portion of the project can be found on the MMEX homepage https://mmexresources.com/

Good OGJ article on the proposed development: https://www.ogj.com/refining-processing/refining/article/14234422/mmex-advances-west-texas-integrated-refining-hydrogen-complex

Based on OGJ article, this facility will be located at the same complex as the Pecos County Refinery and the MMEX Blue Hydrogen Proejct",TX,,,79735,GB,Trans Permian H2 Hub: MMEX Green Hydrogen to Green Ammonia Project,rec_cqhavrbu78qlmiscam0g,14215,GB,"{'createdAt': '2024-07-25T20:05:01.121551Z', 'updatedAt': '2024-12-04T17:48:51.12587Z', 'version': 54}",,,,,,,
,,,,,6.4,,Fort Stockton,,48371,Pecos County,,,0.0,"The MMEX Blue Hydrogen Project is a proposed blue hydrogen production facility that would be located in Pecos County, Texas. The facility would use natural gas to produce hydrogen via autothermal reforming; carbon dioxide produced during the process would be captured. The hydrogen would be used as fuel at a nearby power plant alongside natural gas, eventually the power plant would run solely on hydrogen. This facility would be part of the proposed Trans Permian H2 Hub.",,,30.984673144394627,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-102.722289679175,%22y%22:30.9846731443946,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-102.72228967917538,30.0,,,40.0,,,,18.0,,5.0,,,,,True,"Information comes from MMEX Resources website: https://mmexresources.com/

Good OGJ article on the proposed development https://www.ogj.com/refining-processing/refining/article/14234422/mmex-advances-west-texas-integrated-refining-hydrogen-complex

Based on OGJ article, this facility will be located at the same complex as the Pecos County Refinery and the MMEX Green Ammonia to Green Hydrogen Project. ",TX,,,79735,GB,Trans Permian H2 Hub: MMEX Blue Hydrogen Project,rec_cqhbikbu78qlmiscam1g,14216,GB,"{'createdAt': '2024-07-25T20:45:05.216281Z', 'updatedAt': '2024-12-04T17:48:51.251761Z', 'version': 63}",,,,,,,
,,,,,6.4,,Fort Stockton,,48371,Pecos County,,,0.0,"The Pecos County Refinery is a proposed oil refinery that would be located in Pecos County, Texas. The refinery would be able to produce up to 11,600 barrels per day of gasoline, ultra-low sulphur diesel, and low-sulphur fuel oil. The developer plans to use carbon capture technology at the refinery that could reduce CO2 emissions by up to 95%.",,,30.984957,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-102.722038,%22y%22:30.984957,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-102.722038,30.0,,,40.0,,,,18.0,,5.0,,,,324110,True,"Information comes from permit materials and MMEX Resources' website https://mmexresources.com/

Good OGJ article on the proposed complex https://www.ogj.com/refining-processing/refining/article/14234422/mmex-advances-west-texas-integrated-refining-hydrogen-complex

The Pecos County Refinery will be in the same complex as the MMEX Blue Hydrogen and MMEX Green Hydrogen/Green Ammonia Projects. Point location comes from TCEQ permit app.",TX,RN109877720,,79735,GB,Pecos County Refinery,rec_cqhc1mju78qlmiscam3g,14217,GB,"{'createdAt': '2024-07-25T21:17:14.613833Z', 'updatedAt': '2024-12-04T17:48:51.380765Z', 'version': 45}",2911,,,,,,
,,,,,,,,,17011,Bureau,,,,The Westfield Compressor Station is a new compressor station proposed as part of the Heartland Project. ,,,,,,,,,,,,,,,,,,,,,True,,IL,,,,LM,Westfield Compressor Station,rec_cqhuppltl69t2m628pj0,14243,LM,"{'createdAt': '2024-07-26T18:37:26.881866Z', 'updatedAt': '2024-08-30T03:00:19.949866Z', 'version': 5}",,,,,,,
,,,,,,,,,17197,Will County,,,,The Laraway Compressor Station is a new facility proposed as part of the Greenway Project. ,,,,,,,,,,,,,,,,,,,,,True,,IL,,,,LM,Laraway Compressor Station,rec_cqhuqeufs1urt6s02nd0,14244,LM,"{'createdAt': '2024-07-26T18:38:51.750911Z', 'updatedAt': '2024-08-30T03:00:20.14647Z', 'version': 7}",,,,,,,
,,,,,,,,,17093,Kendall,,,,"The Sandwich Compressor Station is an existing facility located in Kendall County, Illinois. ",,,,,,,,,,,,,,,,,,,,,True,,IL,,,,LM,Sandwich Compressor Station,rec_cqhuqq3u78qlmiscan3g,14245,LM,"{'createdAt': '2024-07-26T18:39:36.593353Z', 'updatedAt': '2024-08-30T03:00:20.321084Z', 'version': 18}",,,,,,,
,,,,,,,,,55009,Brown County,,,,The Pulaski Compressor Station is a new facility proposed as part of the Heartland Project. ,,,,,,,,,,,,,,,,,,,,,True,,WI,,,,LM,Pulaski Compressor Station,rec_cqhur7ju78qlmiscan40,14246,LM,"{'createdAt': '2024-07-26T18:40:30.393104Z', 'updatedAt': '2024-08-30T03:00:20.478537Z', 'version': 17}",,,,,,,
,,,,,,,,,,,,,,"Project Crossroads is a proposed carbon storage hub consisting of multiple sequestration sites in northern Indiana, northeastern Illinois, and southwestern Michigan. In Indiana, BP is considering locations in Newton, Jasper, Pulaski, White and Benton Counties. The hub would store up to 23 million metric tons of CO2 per year from BP's Whiting Refinery, steel mills, and factories in Northwest Indiana. In November 2023, the Department of Energy chose the project to receive <a href=""https://www.energy.gov/fecm/project-selections-foa-2711-carbon-storage-validation-and-testing-round-2"">$98 million</a> in federal funding.",,,,,,,,,,,,,,,,,,,,,True,https://mrvan.house.gov/media/in-the-news/department-energy-provides-98-million-carbon-storage-hub-bp-whiting-refinery,"IL, IN, MI",,,,PB,BP Project Crossroads,rec_cqok13pvj2li9kmvfd40,14312,PB,"{'createdAt': '2024-08-05T21:13:51.238417Z', 'updatedAt': '2024-08-29T19:38:51.26466Z', 'version': 2}",,,,,,,
,,,,,,,,,18171,Warren County,,,,"Tenaska is proposing to build the Hickory CCS Hub in Indiana, west of Lafayette. The facility, which would have up to five storage wells, would inject carbon dioxide into between 15 and 25 thousand acres of underground pore space. Tenaska is currently acquiring land and assessing the feasibility of the project. On January 2, 2024, the Warren County Commissioners <a href-""https://www.warrencounty.in.gov/news_detail_T4_R31.php"">denied</a> Tenaska's application to use the county right-of-way to perform seismic surveys.",,,,,,,,,,,,,,,,,,,,,True,"30 year injection, 10-15 years of monitoring - https://cms5.revize.com/revize/warren/August%2021%202023%20Commissioner%20Minutes.pdf

https://hickoryccs.com/",IN,,,,PB,Hickory CCS Hub,rec_cqp9oenrq7h95qrm2h60,14329,PB,"{'createdAt': '2024-08-06T21:57:14.139146Z', 'updatedAt': '2024-08-30T03:00:20.641502Z', 'version': 9}",,,,,,,
,,,,5.9,6.4,38.0,Lake Charles,,22019,Calcasieu Parish,,,3304.0,"The Lake Charles Blue Ammonia Plant is a proposed ammonia production facility that would be located in Calcasieu Parish, Louisiana. The facility would produce ammonia from fracked natural gas and be able to produce up to 1.2 million metric tons of ammonia per year. According to the parent companies, the facility would utilize carbon capture and sequestration technology. Ammonia produced at the facility would primarily be exported to Japan and used as fuel.",,,30.110324229848096,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-93.3046908769199,%22y%22:30.1103242298481,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-93.30469087691995,30.0,26.0,14.0,40.0,9.0,4.0,16.0,18.0,48.0,5.0,54.0,5.0,,,True,"AS 11/7/24 - I think this will be built at the same site as big lake fuels, AI 188813 - new plant will be called ""Project TRUST"" https://edms.deq.louisiana.gov/app/doc/view?doc=14350820

GB 8/7/2024: Added as new facility, separate from Big Lake Fuels Methanol Plant. Estimated point location based on the knowledge that it will be ""adjacent"" to the Big Lake Fuels Methanol Plant - https://www.proman.org/news/proman-mitsubishi-sign-mou-to-develop-world-scale-ultra-low-carbon-ammonia-plant-in-lake-charles-usa/

Expected to come online by 2030 - https://ammoniaenergy.org/articles/idemitsu-mitsubishi-proman-us-ammonia-for-the-japanese-market/

PB 2/23/24: added sequestration site tag, since press release states ""incorporating carbon capture and sequestration technology""
https://www.offshore-energy.biz/proman-teams-up-with-mitsubishi-to-develop-low-carbon-ammonia-plant-in-louisiana/

announced on 10/17/23 - operating date TBD, see references in research notes. Not clear if this will be built in place of the methanol plant, or next to the methanol plant (which is technically what's written in the announcement, but I think the methanol project will be canceled) (AS 10/23/2023) ammonia fuel: ""Ammonia produced at the facility will be primarily exported to Japan as a clean fuel to reduce emissions from coal-fired power plants, in line with Japan's national strategy to grow domestic ammonia consumption to help achieve its decarbonisation goals.""
https://www.prnewswire.com/news-releases/proman-mitsubishi-sign-mou-to-develop-world-scale-ultra-low-carbon-ammonia-plant-in-lake-charles-usa-301959089.html

https://www.bizjournals.com/houston/news/2023/10/18/mitsubishi-proman-clean-ammonia-plant-lake-charles.html?utm_source=st&utm_medium=en&utm_campaign=ae&utm_content=HO&j=33070530&senddate=2023-10-18&empos=p6",LA,,,70605,GB,Lake Charles Blue Ammonia Plant,rec_cqpn8ql963766bl04vh0,14333,AS,"{'createdAt': '2024-08-07T13:19:38.639697Z', 'updatedAt': '2024-12-04T17:48:51.584361Z', 'version': 73}",,,,,,,
,,,,6.1,6.4,40.0,St. Rose,,22089,St. Charles Parish,https://echo.epa.gov/detailed-facility-report?fid=110071071590,110071071590.0,19054.0,"The International-Matex Tank Terminals LLC (IMTT) St. Rose Terminal is a ""for-hire"" bulk liquids storage facility located in St. Rose, Louisiana. It stores vegetable oils, petroleum, petroleum products, fuel oils, and chemicals. The terminal also plans to store ammonia produced at the proposed St. Rose Ammonia Plant in four refrigerated tanks. IMTT purchased the former St. Rose Refinery and the terminal from Shell in 2019. The refinery was permanently shut down in January 2018, according to the Energy Information Administration.",1003288.0,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003288&ds=E&et=&popup=true,29.94585,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-90.330125,%22y%22:29.94585,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",,-90.330125,30.0,56.0,31.0,40.0,62.0,46.0,15.0,18.0,44.0,5.0,59.0,6.0,,493190,True,,LA,4885,11842 River Road,70087,CB,IMTT St. Rose Terminal,rec_cqpp6a5963766bl04vjg,14334,CB,"{'createdAt': '2024-08-07T15:30:48.926169Z', 'updatedAt': '2024-12-04T17:48:51.724702Z', 'version': 70}",4226,,,,,,
